EDBH,Barth Airport,Barth,Germany,54.338253,12.710515,Europe/Berlin
EDBJ,Jena-Schöngleina Airfield,Jena,Germany,50.915279,11.714444,Europe/Berlin
EDBK,Kyritz Airport,Kyritz,Germany,52.91888809204102,12.425277709960938,Europe/Berlin
EDBM,"Magdeburg ""City"" Airport",Magdeburg,Germany,52.073612,11.626389,Europe/Berlin
EDBR,Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,51.36333465576172,14.949999809265135,Europe/Berlin
EDCA,Anklam Airfield,Anklam,Germany,53.832779,13.668610999999999,Europe/Berlin
EDCD,Cottbus-Drewitz Airport,Cottbus,Germany,51.889441999999995,14.531944000000001,Europe/Berlin
EDCM,Kamenz Airport,Kamenz,Germany,51.29694366455078,14.1274995803833,Europe/Berlin
EDDB,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225,Europe/Berlin
EDDC,Dresden Airport,Dresden,Germany,51.1328010559082,13.767200469970705,Europe/Berlin
EDDE,Erfurt Airport,Erfurt,Germany,50.97980117797852,10.958100318908693,Europe/Berlin
EDDF,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,Europe/Berlin
EDDG,Münster Osnabrück Airport,Munster,Germany,52.134601593,7.68483018875,Europe/Berlin
EDDH,Hamburg Airport,Hamburg,Germany,53.630401611328004,9.988229751586902,Europe/Berlin
EDDI,Berlin-Tempelhof International Airport,Berlin,Germany,52.472999572753906,13.403900146484375,Europe/Berlin
EDDK,Cologne Bonn Airport,Cologne,Germany,50.865898132299996,7.1427397728,Europe/Berlin
EDDL,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.766780000000001,Europe/Berlin
EDDM,Munich Airport,Munich,Germany,48.353802,11.7861,Europe/Berlin
EDDN,Nuremberg Airport,Nuernberg,Germany,49.498699,11.078056,Europe/Berlin
EDDP,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236388999999999,Europe/Berlin
EDDR,Saarbrücken Airport,Saarbruecken,Germany,49.2145996094,7.10950994492,Europe/Berlin
EDDS,Stuttgart Airport,Stuttgart,Germany,48.6898994446,9.22196006775,Europe/Berlin
EDDT,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877,Europe/Berlin
EDDV,Hannover Airport,Hannover,Germany,52.461101532,9.68507957458,Europe/Berlin
EDDW,Bremen Airport,Bremen,Germany,53.0475006104,8.78666973114,Europe/Berlin
EDFE,Frankfurt-Egelsbach Airport,Egelsbach,Germany,49.959998999999996,8.645833,Europe/Berlin
EDFH,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.263889999999999,Europe/Berlin
EDFM,Mannheim-City Airport,Mannheim,Germany,49.473057,8.514167,Europe/Berlin
EDFQ,Allendorf/Eder Airport,Allendorf,Germany,51.03499984741211,8.680832862854004,Europe/Berlin
EDFV,Worms Airport,Worms,Germany,49.606945,8.368333,Europe/Berlin
EDFZ,Mainz-Finthen Airport,Mainz,Germany,49.967499,8.147222,Europe/Berlin
EDGE,Eisenach-Kindel Airport,Eisenach,Germany,50.991603999999995,10.47973,Europe/Berlin
EDGS,Siegerland Airport,Siegerland,Germany,50.70769882202149,8.082969665527344,Europe/Berlin
EDHI,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.5352783203125,9.835556030273438,Europe/Berlin
EDHK,Kiel-Holtenau Airport,Kiel,Germany,54.37944412231445,10.145277976989746,Europe/Berlin
EDHL,Lübeck Blankensee Airport,Luebeck,Germany,53.805400848400005,10.7192001343,Europe/Berlin
EDKV,Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,50.405555725,6.528889179199999,Europe/Berlin
EDKZ,Meinerzhagen Airport,Meinerzhagen,Germany,51.099998474121094,7.5999999046325675,Europe/Berlin
EDLA,Arnsberg-Menden Airport,Arnsberg,Germany,51.48389053344727,7.8983330726623535,Europe/Berlin
EDLE,Essen Mulheim Airport,Essen,Germany,51.40230178833008,6.9373297691345215,Europe/Berlin
EDLI,Bielefeld Airport,Bielefeld,Germany,51.964721999999995,8.544444,Europe/Berlin
EDLN,Mönchengladbach Airport,Moenchengladbach,Germany,51.230278000000006,6.504444,Europe/Berlin
EDLP,Paderborn Lippstadt Airport,Paderborn,Germany,51.614101409899995,8.616319656369999,Europe/Berlin
EDLS,Stadtlohn-Vreden Airport,Stadtlohn,Germany,51.99583435058594,6.840556144714356,Europe/Berlin
EDLW,Dortmund Airport,Dortmund,Germany,51.518299102799986,7.61223983765,Europe/Berlin
EDMA,Augsburg Airport,Augsburg,Germany,48.425278000000006,10.931667,Europe/Berlin
EDMB,Biberach a.d. Riß Airfield,Biberach,Germany,48.111111,9.762777999999999,Europe/Berlin
EDME,Eggenfelden Airport,Eggenfelden,Germany,48.39611053466797,12.723610877990724,Europe/Berlin
EDMN,Mindelheim-Mattsies Airfield,Mindelheim,Germany,48.106945,10.525,Europe/Berlin
EDMO,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,48.081402000000004,11.2831,Europe/Berlin
EDMS,Straubing Airport,Straubing,Germany,48.90083312988281,12.516667366027832,Europe/Berlin
EDMV,Vilshofen Airport,Vilshofen,Germany,48.6349983215332,13.195555686950685,Europe/Berlin
EDNL,Leutkirch-Unterzeil Airport,Leutkirch,Germany,47.85889053344727,10.014166831970217,Europe/Berlin
EDNY,Friedrichshafen Airport,Friedrichshafen,Germany,47.671298980699994,9.511489868160002,Europe/Berlin
EDOP,Schwerin Parchim Airport,Parchim,Germany,53.426998,11.7834,Europe/Berlin
EDOV,Stendal-Borstel Airport,Stendal,Germany,52.62888717651367,11.818611145019533,Europe/Berlin
EDPA,Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,48.77777862548828,10.264721870422363,Europe/Berlin
EDQD,Bayreuth Airport,Bayreuth,Germany,49.985001000000004,11.64,Europe/Berlin
EDQE,Burg Feuerstein Airport,Burg Feuerstein,Germany,49.794166564940994,11.133610725402999,Europe/Berlin
EDQM,Hof-Plauen Airport,Hof,Germany,50.288612365722656,11.856389045715332,Europe/Berlin
EDQT,Haßfurt-Schweinfurt Airport,Hassfurt,Germany,50.0180549621582,10.529443740844727,Europe/Berlin
EDRK,Koblenz-Winningen Airfield,Koblenz,Germany,50.325558,7.528611,Europe/Berlin
EDRT,Trier-Föhren Airport,Trier,Germany,49.863888,6.7875,Europe/Berlin
EDRY,Speyer Airfield,Speyer,Germany,49.304722,8.451389,Europe/Berlin
EDRZ,Zweibrücken Airport,Zweibruecken,Germany,49.2094,7.4005600000000005,Europe/Berlin
EDTD,Donaueschingen-Villingen Airport,Donaueschingen,Germany,47.97333145139999,8.52222156525,Europe/Berlin
EDTF,Freiburg i. Br. Airport,Freiburg,Germany,48.022777557400005,7.832499980930001,Europe/Berlin
EDTM,Mengen-Hohentengen Airport,Mengen,Germany,48.05389022827149,9.372777938842773,Europe/Berlin
EDTY,Adolf Würth Airport,Schwaebisch Hall,Germany,49.1183319092,9.783888816829998,Europe/Berlin
EDUS,Finsterwalde/Schacksdorf Airport,Soest,Germany,51.607498,13.743610999999998,Europe/Berlin
EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561,Europe/Berlin
EDVK,Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967,Europe/Berlin
EDVM,Hildesheim Airport,Hildesheim,Germany,52.18138885498047,9.946389198303224,Europe/Berlin
EDWB,Bremerhaven Airport,Bremerhaven,Germany,53.50694300000001,8.572778,Europe/Berlin
EDWE,Emden Airport,Emden,Germany,53.391109,7.2275,Europe/Berlin
EDWF,Leer-Papenburg Airport,Leer,Germany,53.27194213867188,7.441667079925537,Europe/Berlin
EDWI,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.502220153808594,8.05222225189209,Europe/Berlin
EDWR,Borkum Airport,Borkum,Germany,53.59639,6.709167,Europe/Berlin
EDWY,Norderney Airport,Norderney,Germany,53.70694351196289,7.230000019073486,Europe/Berlin
EDXF,Flensburg-Schäferhaus Airport,Flensburg,Germany,54.77333450317383,9.378889083862305,Europe/Berlin
EDXR,Rendsburg-Schachtholm Airport,Rendsburg,Germany,54.22000122070313,9.599444389343262,Europe/Berlin
EDXW,Westerland Sylt Airport,Westerland,Germany,54.9132003784,8.34047031403,Europe/Berlin
EEEI,Ämari Air Base,Armari Air Force Base,Estonia,59.26029968261719,24.208499908447266,Europe/Tallinn
EEKA,Kärdla Airport,Kardla,Estonia,58.99079895019531,22.830699920654297,Europe/Tallinn
EEKE,Kuressaare Airport,Kuressaare,Estonia,58.22990036010742,22.50950050354004,Europe/Tallinn
EEPU,Pärnu Airport,Parnu,Estonia,58.41899871826172,24.47279930114746,Europe/Tallinn
EETN,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.41329956049999,24.8327999115,Europe/Tallinn
EETU,Tartu Airport,Tartu,Estonia,58.30749893189999,26.6903991699,Europe/Tallinn
EFET,Enontekio Airport,Enontekio,Finland,68.36260223388699,23.424299240112,Europe/Helsinki
EFEU,Eura Airport,Eura,Finland,61.1161003112793,22.201400756835934,Europe/Helsinki
EFHA,Halli Airport,Halli,Finland,61.856039,24.786686,Europe/Helsinki
EFHF,Helsinki Malmi Airport,Helsinki,Finland,60.254600524902344,25.04280090332031,Europe/Helsinki
EFHK,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707031,24.963300704956,Europe/Helsinki
EFHM,Hameenkyro Airport,Hameenkyro,Finland,61.68970108032226,23.073699951171875,Europe/Helsinki
EFHN,Hanko Airport,Hanko,Finland,59.848899841308594,23.083599090576172,Europe/Helsinki
EFHV,Hyvinkää Airfield,Hyvinkaa,Finland,60.6543998718,24.881099700900002,Europe/Helsinki
EFIK,Kiikala Airport,Kikala,Finland,60.4625015259,23.652500152600002,Europe/Helsinki
EFIM,Immola Airport,Immola,Finland,61.24919891357422,28.90369987487793,Europe/Helsinki
EFIT,Kitee Airport,Kitee,Finland,62.1661,30.073601,Europe/Helsinki
EFIV,Ivalo Airport,Ivalo,Finland,68.607299804688,27.405300140380998,Europe/Helsinki
EFJO,Joensuu Airport,Joensuu,Finland,62.662899017334006,29.607500076294,Europe/Helsinki
EFJY,Jyvaskyla Airport,Jyvaskyla,Finland,62.399501800537,25.678300857544,Europe/Helsinki
EFKA,Kauhava Airport,Kauhava,Finland,63.127102,23.051399,Europe/Helsinki
EFKE,Kemi-Tornio Airport,Kemi,Finland,65.778701782227,24.582099914551,Europe/Helsinki
EFKI,Kajaani Airport,Kajaani,Finland,64.285499572754,27.692399978638,Europe/Helsinki
EFKJ,Kauhajoki Airport,Kauhajoki,Finland,62.4625015259,22.3931007385,Europe/Helsinki
EFKK,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.721199035645,23.143100738525,Europe/Helsinki
EFKM,Kemijarvi Airport,Kemijarvi,Finland,66.712898,27.156799,Europe/Helsinki
EFKS,Kuusamo Airport,Kuusamo,Finland,65.98760223388699,29.239400863647,Europe/Helsinki
EFKT,Kittilä Airport,Kittila,Finland,67.700996398926,24.846799850464002,Europe/Helsinki
EFKU,Kuopio Airport,Kuopio,Finland,63.007099151611,27.797800064087,Europe/Helsinki
EFLA,Lahti Vesivehmaa Airport,Vesivehmaa,Finland,61.144199,25.693501,Europe/Helsinki
EFLP,Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743,Europe/Helsinki
EFMA,Mariehamn Airport,Mariehamn,Finland,60.122200012207,19.898199081421,Europe/Mariehamn
EFME,Menkijarvi Airport,Menkijarvi,Finland,62.94670104980469,23.51889991760254,Europe/Helsinki
EFMI,Mikkeli Airport,Mikkeli,Finland,61.6866,27.201798999999998,Europe/Helsinki
EFNU,Nummela Airport,Nummela,Finland,60.3339004517,24.2964000702,Europe/Helsinki
EFOU,Oulu Airport,Oulu,Finland,64.930099487305,25.354600906372,Europe/Helsinki
EFPI,Piikajarvi Airport,Piikajarvi,Finland,61.24560165405274,22.19339942932129,Europe/Helsinki
EFPO,Pori Airport,Pori,Finland,61.461700439453004,21.799999237061,Europe/Helsinki
EFPU,Pudasjärvi Airport,Pudasjarvi,Finland,65.4021987915,26.9468994141,Europe/Helsinki
EFPY,Pyhäsalmi Airport,Pyhasalmi,Finland,63.7318992615,25.9263000488,Europe/Helsinki
EFRH,Raahe Pattijoki Airport,Pattijoki,Finland,64.6881027222,24.6958007812,Europe/Helsinki
EFRN,Rantasalmi Airport,Rantasalmi,Finland,62.0654983521,28.3565006256,Europe/Helsinki
EFRO,Rovaniemi Airport,Rovaniemi,Finland,66.564796447754,25.830400466919,Europe/Helsinki
EFRY,Rayskala Airport,Rayskala,Finland,60.74470138549805,24.107799530029297,Europe/Helsinki
EFSA,Savonlinna Airport,Savonlinna,Finland,61.943099975586,28.945100784302,Europe/Helsinki
EFSE,Selanpaa Airport,Selanpaa,Finland,61.062400817871094,26.79890060424805,Europe/Helsinki
EFSO,Sodankyla Airport,Sodankyla,Finland,67.3949966431,26.619100570700002,Europe/Helsinki
EFTP,Tampere-Pirkkala Airport,Tampere,Finland,61.414100646973,23.604400634766,Europe/Helsinki
EFTS,Teisko Airport,Teisko,Finland,61.7733,24.026999999999997,Europe/Helsinki
EFTU,Turku Airport,Turku,Finland,60.514099121094,22.262800216675,Europe/Helsinki
EFUT,Utti Air Base,Utti,Finland,60.89640045165999,26.938400268555004,Europe/Helsinki
EFVA,Vaasa Airport,Vaasa,Finland,63.050701141357,21.762199401855,Europe/Helsinki
EFVR,Varkaus Airport,Varkaus,Finland,62.171100616455,27.868600845337,Europe/Helsinki
EFYL,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,64.0547222,24.7252778,Europe/Helsinki
EGAA,Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.21582984924,Europe/London
EGAB,St Angelo Airport,Enniskillen,United Kingdom,54.39889907836914,-7.651669979095459,Europe/London
EGAC,George Best Belfast City Airport,Belfast,United Kingdom,54.61809921264648,-5.872499942779541,Europe/London
EGAE,City of Derry Airport,Londonderry,United Kingdom,55.04280090332031,-7.161109924316406,Europe/London
EGBB,Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.7480299472799998,Europe/London
EGBE,Coventry Airport,Coventry,United Kingdom,52.3697013855,-1.47971999645,Europe/London
EGBG,Leicester Airport,Leicester,United Kingdom,52.6077995300293,-1.0319399833679201,Europe/London
EGBJ,Gloucestershire Airport,Golouchestershire,United Kingdom,51.89419937133789,-2.1672201156616206,Europe/London
EGBO,Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,52.51750183105469,-2.2594399452209477,Europe/London
EGBP,Cotswold Airport,Pailton,United Kingdom,51.668095,-2.05694,Europe/London
EGBT,Turweston Airport,Turweston,United Kingdom,52.0407981873,-1.09555995464,Europe/London
EGBW,Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,52.19219970703125,-1.6144399642944336,Europe/London
EGCC,Manchester Airport,Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,Europe/London
EGCD,Manchester Woodford Airport,Woodfort,United Kingdom,53.3381,-2.14889,Europe/London
EGDC,Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,51.08720016479492,-4.150340080261231,Europe/London
EGHQ,Newquay Cornwall Airport,Newquai,United Kingdom,50.44060134887695,-4.995409965515137,Europe/London
EGDL,RAF Lyneham,Lyneham,United Kingdom,51.5051,-1.99343,Europe/London
EGDM,MoD Boscombe Down Airport,Boscombe Down,United Kingdom,51.152198791503906,-1.7474100589752195,Europe/London
EGDR,RNAS Culdrose,Culdrose,United Kingdom,50.08610153198242,-5.2557101249694815,Europe/London
EGDX,MoD St. Athan,St. Athan,United Kingdom,51.4048,-3.43575,Europe/London
EGDY,RNAS Yeovilton,Yeovilton,United Kingdom,51.0093994140625,-2.638819932937622,Europe/London
EGFE,Haverfordwest Airport,Haverfordwest,United Kingdom,51.83309936523438,-4.9611101150512695,Europe/London
EGFF,Cardiff International Airport,Cardiff,United Kingdom,51.39670181274414,-3.343329906463623,Europe/London
EGFH,Swansea Airport,Swansea,United Kingdom,51.60530090332031,-4.0678300857543945,Europe/London
EGGD,Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909,Europe/London
EGGP,Liverpool John Lennon Airport,Liverpool,United Kingdom,53.33359909057617,-2.849720001220703,Europe/London
EGGW,London Luton Airport,London,United Kingdom,51.87469863891602,-0.36833301186561584,Europe/London
EGHD,Plymouth City Airport,Plymouth,United Kingdom,50.422798,-4.10583,Europe/London
EGHH,Bournemouth Airport,Bournemouth,United Kingdom,50.77999877929688,-1.8424999713897705,Europe/London
EGHI,Southampton Airport,Southampton,United Kingdom,50.95029830932617,-1.3567999601364136,Europe/London
EGHL,Lasham Airport,Lasham,United Kingdom,51.18719863891602,-1.0334999561309814,Europe/London
EGJA,Alderney Airport,Alderney,Guernsey,49.706103999999996,-2.2147200000000002,Europe/Guernsey
EGJB,Guernsey Airport,Guernsey,Guernsey,49.43500137329102,-2.601969957351685,Europe/Guernsey
EGJJ,Jersey Airport,Jersey,Jersey,49.20790100097656,-2.1955099105834956,Europe/Jersey
EGKA,Shoreham Airport,Shoreham By Sea,United Kingdom,50.835602,-0.297222,Europe/London
EGKB,London Biggin Hill Airport,Biggin Hill,United Kingdom,51.330799102799986,0.032499998807900006,Europe/London
EGKK,London Gatwick Airport,London,United Kingdom,51.148102,-0.190278,Europe/London
EGLC,London City Airport,London,United Kingdom,51.505299,0.055277999999999994,Europe/London
EGLF,Farnborough Airport,Farnborough,United Kingdom,51.275798797600004,-0.776332974434,Europe/London
EGLJ,Chalgrove Airport,Chalsgrove,United Kingdom,51.67610168457031,-1.0808299779891968,Europe/London
EGLK,Blackbushe Airport,Blackbushe,United Kingdom,51.32389831542969,-0.8475000262260437,Europe/London
EGLL,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,Europe/London
EGMC,Southend Airport,Southend,United Kingdom,51.5713996887207,0.6955559849739075,Europe/London
EGMD,Lydd Airport,Lydd,United Kingdom,50.95610046386719,0.939167022705078,Europe/London
EGMH,Kent International Airport,Manston,United Kingdom,51.342201,1.3461100000000001,Europe/London
EGNB,Brough Airport,Brough,United Kingdom,53.7197,-0.566333,Europe/London
EGNC,Carlisle Airport,Carlisle,United Kingdom,54.9375,-2.8091700077056885,Europe/London
EGNE,Retford Gamston Airport,Repton,United Kingdom,53.28060150146485,-0.9513890147209167,Europe/London
EGNH,Blackpool International Airport,Blackpool,United Kingdom,53.77170181274414,-3.0286099910736084,Europe/London
EGNJ,Humberside Airport,Humberside,United Kingdom,53.57440185546875,-0.350832998752594,Europe/London
EGNL,Barrow Walney Island Airport,Barrow Island,United Kingdom,54.1286111,-3.2675,Europe/London
EGNM,Leeds Bradford Airport,Leeds,United Kingdom,53.86589813232422,-1.6605700254440308,Europe/London
EGNO,Warton Airport,Warton,United Kingdom,53.745098,-2.88306,Europe/London
EGNR,Hawarden Airport,Hawarden,United Kingdom,53.1781005859375,-2.977780103683472,Europe/London
EGNS,Isle of Man Airport,Isle Of Man,Isle of Man,54.08330154418945,-4.623889923095703,Europe/Isle_of_Man
EGNT,Newcastle Airport,Newcastle,United Kingdom,55.037498474121094,-1.6916699409484863,Europe/London
EGNV,Durham Tees Valley Airport,Teesside,United Kingdom,54.50920104980469,-1.4294099807739258,Europe/London
EGNX,East Midlands Airport,East Midlands,United Kingdom,52.8311004639,-1.32806003094,Europe/London
EGOD,Llanbedr Airport,Llanbedr,United Kingdom,52.811698913574,-4.1235799789428995,Europe/London
EGOE,RAF Ternhill,Ternhill,United Kingdom,52.87120056152344,-2.533560037612915,Europe/London
EGOS,RAF Shawbury,Shawbury,United Kingdom,52.79819869995117,-2.668040037155152,Europe/London
EGOW,RAF Woodvale,Woodvale,United Kingdom,53.5816,-3.05552,Europe/London
EGPA,Kirkwall Airport,Kirkwall,United Kingdom,58.957801818847656,-2.9049999713897705,Europe/London
EGPB,Sumburgh Airport,Sumburgh,United Kingdom,59.87889862060547,-1.295560002326965,Europe/London
EGPC,Wick Airport,Wick,United Kingdom,58.458900451660156,-3.09306001663208,Europe/London
EGPD,Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.20190048217773,-2.1977798938751216,Europe/London
EGPE,Inverness Airport,Inverness,United Kingdom,57.54249954223633,-4.047500133514403,Europe/London
EGPF,Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.43306016922,Europe/London
EGPH,Edinburgh Airport,Edinburgh,United Kingdom,55.95000076293945,-3.372499942779541,Europe/London
EGPI,Islay Airport,Islay,United Kingdom,55.68190002441406,-6.256669998168945,Europe/London
EGPK,Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994140625,-4.586669921875,Europe/London
EGPL,Benbecula Airport,Benbecula,United Kingdom,57.48109817504883,-7.362780094146728,Europe/London
EGPM,Scatsta Airport,Scatsta,United Kingdom,60.43280029296875,-1.2961100339889526,Europe/London
EGPN,Dundee Airport,Dundee,United Kingdom,56.45249938964844,-3.0258300304412837,Europe/London
EGPO,Stornoway Airport,Stornoway,United Kingdom,58.215599060058594,-6.3311100006103525,Europe/London
EGPU,Tiree Airport,Tiree,United Kingdom,56.49919891357422,-6.869170188903809,Europe/London
EGQL,RAF Leuchars,Leuchars,United Kingdom,56.37289810180664,-2.8684399127960205,Europe/London
EGQS,RAF Lossiemouth,Lossiemouth,United Kingdom,57.7052001953125,-3.339169979095459,Europe/London
EGSC,Cambridge Airport,Cambridge,United Kingdom,52.205002,0.175,Europe/London
EGSF,Peterborough Business Airport,Peterborough,United Kingdom,52.46810150146485,-0.2511110007762909,Europe/London
EGSH,Norwich International Airport,Norwich,United Kingdom,52.675800323500006,1.28278005123,Europe/London
EGSS,London Stansted Airport,London,United Kingdom,51.8849983215,0.23499999940400002,Europe/London
EGSX,North Weald Airport,North Weald,United Kingdom,51.721698761000006,0.154166996479,Europe/London
EGSY,Sheffield City Heliport,Fowlmere,United Kingdom,53.394299,-1.38849,Europe/London
EGTC,Cranfield Airport,Cranfield,United Kingdom,52.0722007751,-0.616666972637,Europe/London
EGTE,Exeter International Airport,Exeter,United Kingdom,50.73440170288086,-3.4138898849487305,Europe/London
EGTG,Bristol Filton Airport,Bristol,United Kingdom,51.519401550299996,-2.5908300876599997,Europe/London
EGTK,Oxford (Kidlington) Airport,Oxford,United Kingdom,51.8368988037,-1.32000005245,Europe/London
EGUB,RAF Benson,Benson,United Kingdom,51.616401672399995,-1.09582996368,Europe/London
EGUL,RAF Lakenheath,Lakenheath,United Kingdom,52.409301757799994,0.5609999895100001,Europe/London
EGUN,RAF Mildenhall,Mildenhall,United Kingdom,52.361900329589844,0.4864059984683991,Europe/London
EGUW,RAF Wattisham,Wattisham,United Kingdom,52.1273002625,0.956264019012,Europe/London
EGUY,RAF Wyton,Wyton,United Kingdom,52.357200622600004,-0.107832998037,Europe/London
EGVA,RAF Fairford,Fairford,United Kingdom,51.6822013855,-1.7900300025900002,Europe/London
EGVN,RAF Brize Norton,Brize Norton,United Kingdom,51.75,-1.58362,Europe/London
EGVO,RAF Odiham,Odiham,United Kingdom,51.2341003418,-0.9428250193600001,Europe/London
EGWC,DCAE Cosford Air Base,Cosford,United Kingdom,52.639998999999996,-2.30558,Europe/London
EGWU,RAF Northolt,Northolt,United Kingdom,51.5530014038,-0.418166995049,Europe/London
EGXC,RAF Coningsby,Coningsby,United Kingdom,53.0929985046,-0.166014000773,Europe/London
EGXD,RAF Dishforth,Dishforth,United Kingdom,54.1371994019,-1.42025005817,Europe/London
EGXE,Leeming Airport,Leeming,United Kingdom,54.2924,-1.5354,Europe/London
EGXG,Leeds East Airport,Church Fenton,United Kingdom,53.834301,-1.1955,Europe/London
EGXH,RAF Honington,Honington,United Kingdom,52.34260177612305,0.7729390263557434,Europe/London
EGXJ,RAF Cottesmore,Cottesmore,United Kingdom,52.735699,-0.6487689999999999,Europe/London
EGXP,RAF Scampton,Scampton,United Kingdom,53.307800293,-0.550832986832,Europe/London
EGXT,RAF Wittering,Wittering,United Kingdom,52.612598,-0.47645299999999996,Europe/London
EGXU,RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,54.0489006042,-1.2527500391,Europe/London
EGXW,RAF Waddington,Waddington,United Kingdom,53.1661987305,-0.5238109827040001,Europe/London
EGXZ,RAF Topcliffe,Topcliffe,United Kingdom,54.2055015564,-1.3820899725,Europe/London
EGYD,RAF Cranwell,Cranwell,United Kingdom,53.0303001404,-0.4832420051100001,Europe/London
EGYE,RAF Barkston Heath,Barkston Heath,United Kingdom,52.962200164799995,-0.561625003815,Europe/London
EGYM,RAF Marham,Marham,United Kingdom,52.648394999999994,0.550692,Europe/London
EHAM,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Europe/Amsterdam
EHBD,Budel Airfield Kempen,Weert,Netherlands,51.255299,5.60139,Europe/Amsterdam
